CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,Cluster,Segment
10074,220,7,614.38,87.76857142857143,7,0,⚠️  At Risk
10075,198,12,443.65,36.97083333333333,12,0,⚠️  At Risk
10076,342,8,543.1,67.8875,8,0,⚠️  At Risk
10077,1,179,69839.25,390.16340782122904,179,1,🏆 Champions
10078,15,69,14062.37,203.80246376811596,68,3,💛 Loyal Customers
10079,1,139,45058.57,324.16237410071943,138,1,🏆 Champions
10080,3,6,894.9,149.15,6,2,🔵 Potential
10081,178,6,329.49,54.915,6,0,⚠️  At Risk
10082,20,69,9367.960000000001,135.76753623188407,67,3,💛 Loyal Customers
10083,1,196,63602.58,324.50295918367345,194,1,🏆 Champions
10084,16,66,14417.27,218.44348484848484,65,3,💛 Loyal Customers
10085,13,43,10751.7,250.03953488372096,43,3,💛 Loyal Customers
10086,183,18,562.76,31.264444444444443,18,0,⚠️  At Risk
10087,280,6,269.28,44.879999999999995,6,0,⚠️  At Risk
10088,18,7,237.89,33.98428571428571,7,2,🔵 Potential
10089,74,32,3552.1,111.003125,32,2,🔵 Potential
10090,1,127,52559.61,413.8551968503937,127,1,🏆 Champions
10091,156,13,608.6,46.815384615384616,13,0,⚠️  At Risk
10092,167,8,480.39,60.04875,8,0,⚠️  At Risk
10093,63,30,2631.84,87.72800000000001,30,2,🔵 Potential
10094,227,16,539.96,33.7475,16,0,⚠️  At Risk
10095,67,25,4921.3,196.852,25,2,🔵 Potential
10096,70,24,3927.04,163.62666666666667,24,2,🔵 Potential
10097,62,13,2516.0699999999997,193.54384615384612,13,2,🔵 Potential
10098,1,185,61864.42,334.40227027027026,184,1,🏆 Champions
10099,2,173,64636.13,373.61924855491327,172,1,🏆 Champions
10100,1,81,29253.93,361.15962962962965,81,3,💛 Loyal Customers
10101,159,1,298.5,298.5,1,2,🔵 Potential
10102,12,50,11624.33,232.4866,50,3,💛 Loyal Customers
10103,78,42,3982.85,94.82976190476191,41,2,🔵 Potential
10104,5,10,1072.99,107.299,10,2,🔵 Potential
10105,13,67,9798.99,146.25358208955222,67,3,💛 Loyal Customers
10106,70,25,4143.07,165.72279999999998,25,2,🔵 Potential
10107,331,5,285.04,57.008,5,0,⚠️  At Risk
10108,13,87,13644.86,156.83747126436782,87,3,💛 Loyal Customers
10109,2,141,59678.99,423.25524822695036,140,1,🏆 Champions
10110,10,52,9512.42,182.93115384615385,52,3,💛 Loyal Customers
10111,12,79,12408.0,157.0632911392405,79,3,💛 Loyal Customers
10112,23,7,559.81,79.97285714285714,7,2,🔵 Potential
10113,26,6,379.46,63.24333333333333,6,2,🔵 Potential
10114,230,17,847.36,49.84470588235294,17,0,⚠️  At Risk
10115,3,5,821.14,164.228,5,2,🔵 Potential
10116,11,7,1249.74,178.53428571428572,7,2,🔵 Potential
10117,14,65,11044.24,169.9113846153846,65,3,💛 Loyal Customers
10118,27,7,554.91,79.27285714285713,7,2,🔵 Potential
10119,80,32,3264.62,102.019375,32,2,🔵 Potential
10120,13,11,1053.77,95.79727272727273,11,2,🔵 Potential
10121,36,4,314.6,78.65,4,2,🔵 Potential
10122,16,98,13961.289999999999,142.46214285714285,97,3,💛 Loyal Customers
10123,3,125,41925.45,335.4036,124,1,🏆 Champions
10124,14,54,8807.57,163.10314814814814,54,3,💛 Loyal Customers
10125,60,29,4385.76,151.23310344827587,28,2,🔵 Potential
10126,3,14,1052.97,75.21214285714287,14,2,🔵 Potential
10127,18,3,456.22999999999996,152.07666666666665,3,2,🔵 Potential
10128,1,149,46486.85,311.9922818791946,147,1,🏆 Champions
10129,75,35,4298.68,122.81942857142857,35,2,🔵 Potential
10130,68,21,2865.24,136.44,21,2,🔵 Potential
10131,14,57,10318.85,181.0324561403509,57,3,💛 Loyal Customers
10132,1,104,42904.82,412.5463461538462,104,1,🏆 Champions
10133,11,42,7520.12,179.0504761904762,42,3,💛 Loyal Customers
10134,44,6,362.45,60.40833333333333,6,2,🔵 Potential
10135,10,60,14439.77,240.66283333333334,60,3,💛 Loyal Customers
10136,83,19,2512.02,132.21157894736842,19,2,🔵 Potential
10137,213,12,426.88,35.57333333333333,12,0,⚠️  At Risk
10138,12,39,8264.81,211.9182051282051,39,3,💛 Loyal Customers
10139,11,14,538.9,38.49285714285714,14,2,🔵 Potential
10140,42,2,514.59,257.295,2,2,🔵 Potential
10141,11,59,11210.81,190.0137288135593,58,3,💛 Loyal Customers
10142,82,21,1918.73,91.36809523809524,21,2,🔵 Potential
10143,11,45,6524.5,144.98888888888888,45,3,💛 Loyal Customers
10144,12,49,8467.45,172.80510204081634,49,3,💛 Loyal Customers
10145,1,107,37341.25,348.98364485981307,107,1,🏆 Champions
10146,294,8,767.11,95.88875,8,0,⚠️  At Risk
10147,84,42,4249.4,101.17619047619047,42,2,🔵 Potential
10148,1,127,45012.49,351.660078125,127,1,🏆 Champions
10149,12,51,7492.39,146.90960784313725,51,3,💛 Loyal Customers
10150,6,3,678.6,226.20000000000002,3,2,🔵 Potential
10151,13,47,9355.23,199.04744680851064,47,3,💛 Loyal Customers
10152,2,104,39927.31,383.9164423076923,103,1,🏆 Champions
10153,60,35,4505.58,128.73085714285713,35,2,🔵 Potential
10154,15,7,964.36,137.7657142857143,6,2,🔵 Potential
10155,10,41,8229.96,200.73073170731706,39,3,💛 Loyal Customers
10156,233,4,405.53000000000003,101.38250000000001,4,0,⚠️  At Risk
10157,195,6,567.68,94.61333333333333,6,0,⚠️  At Risk
10158,11,45,8136.37,180.8082222222222,45,3,💛 Loyal Customers
10159,152,11,406.93,36.99363636363636,11,0,⚠️  At Risk
10160,11,43,8834.1,205.44418604651165,43,3,💛 Loyal Customers
10161,171,12,505.92,42.160000000000004,12,0,⚠️  At Risk
10162,230,13,686.7,52.823076923076925,13,0,⚠️  At Risk
10163,68,39,4069.85,104.3551282051282,39,2,🔵 Potential
10164,1,175,65914.74,374.5155681818182,175,1,🏆 Champions
10165,32,4,318.24,79.56,4,2,🔵 Potential
10166,10,44,7849.42,178.3959090909091,44,3,💛 Loyal Customers
10167,17,33,8832.29,267.64515151515155,33,3,💛 Loyal Customers
10168,1,146,48835.51,334.48979452054795,146,1,🏆 Champions
10169,64,29,3773.64,130.1255172413793,29,2,🔵 Potential
10170,174,16,533.3299999999999,33.333124999999995,16,0,⚠️  At Risk
10171,1,135,41959.72,308.5273529411765,135,1,🏆 Champions
10172,68,34,2957.36,86.98117647058824,34,2,🔵 Potential
10173,11,81,11795.91,145.62851851851852,80,3,💛 Loyal Customers
10174,153,1,43.84,43.84,1,0,⚠️  At Risk
10175,10,47,10811.27,230.02702127659575,47,3,💛 Loyal Customers
10176,223,2,207.17999999999998,103.58999999999999,2,0,⚠️  At Risk
10177,15,36,6549.29,181.92472222222221,36,3,💛 Loyal Customers
10178,9,11,975.82,88.7109090909091,11,2,🔵 Potential
10179,1,85,41757.25,485.5494186046512,86,1,🏆 Champions
10180,13,70,12311.97,175.88528571428571,70,3,💛 Loyal Customers
10181,1,192,68325.88,355.86395833333336,189,1,🏆 Champions
10182,38,2,137.10000000000002,68.55000000000001,2,2,🔵 Potential
10183,16,4,1095.17,273.7925,4,2,🔵 Potential
10184,10,92,14304.23,155.48076086956522,92,3,💛 Loyal Customers
10185,183,15,452.78,30.185333333333332,15,0,⚠️  At Risk
10186,17,9,744.92,82.76888888888888,8,2,🔵 Potential
10187,62,36,3016.76,83.7988888888889,36,2,🔵 Potential
10188,97,23,2577.63,112.0708695652174,23,2,🔵 Potential
10189,10,44,9561.97,217.3175,44,3,💛 Loyal Customers
10190,1,193,66359.22,343.8301554404145,189,1,🏆 Champions
10191,5,5,323.24,64.648,5,2,🔵 Potential
10192,43,1,413.70000000000005,413.70000000000005,1,3,💛 Loyal Customers
10193,242,12,766.9,63.90833333333333,12,0,⚠️  At Risk
10194,10,51,8692.26,170.4364705882353,51,3,💛 Loyal Customers
10195,11,62,13756.76,221.8832258064516,62,3,💛 Loyal Customers
10196,332,2,206.24,103.12,2,0,⚠️  At Risk
10197,21,7,854.5999999999999,122.08571428571427,7,2,🔵 Potential
10198,37,8,1119.6399999999999,139.95499999999998,8,2,🔵 Potential
10199,165,12,881.23,73.43583333333333,12,0,⚠️  At Risk
10200,208,13,785.0600000000001,60.38923076923077,13,0,⚠️  At Risk
10201,1,131,45113.409999999996,344.37717557251904,129,1,🏆 Champions
10202,12,64,13993.28,218.645,63,3,💛 Loyal Customers
10203,26,8,807.23,100.90375,8,2,🔵 Potential
10204,343,3,312.19,104.06333333333333,3,0,⚠️  At Risk
10205,1,88,32701.19,371.6044318181818,87,1,🏆 Champions
10206,1,102,34126.09,334.56950980392156,102,1,🏆 Champions
10207,197,5,658.42,131.684,5,0,⚠️  At Risk
10208,1,183,58857.020000000004,318.14605405405405,180,1,🏆 Champions
10209,12,75,15835.37,211.13826666666668,75,3,💛 Loyal Customers
10210,73,24,3078.43,123.13719999999999,25,2,🔵 Potential
10211,277,2,218.38,109.19,2,0,⚠️  At Risk
10212,273,4,185.39,46.3475,4,0,⚠️  At Risk
10213,12,46,10806.51,234.92413043478263,46,3,💛 Loyal Customers
10214,236,18,619.6,34.422222222222224,18,0,⚠️  At Risk
10215,12,67,11808.32,176.24358208955223,66,3,💛 Loyal Customers
10216,14,50,9781.46,195.62919999999997,50,3,💛 Loyal Customers
10217,156,10,253.61,25.361,10,0,⚠️  At Risk
10218,175,17,733.48,43.14588235294118,17,0,⚠️  At Risk
10219,18,3,285.13,95.04333333333334,3,2,🔵 Potential
10220,216,13,573.8,44.138461538461534,13,0,⚠️  At Risk
10221,101,17,2382.69,140.15823529411765,17,2,🔵 Potential
10222,1,194,57017.99,292.3999487179487,194,1,🏆 Champions
10223,11,37,9936.74,268.56054054054056,37,3,💛 Loyal Customers
10224,18,68,12451.01,183.1030882352941,67,3,💛 Loyal Customers
10225,14,79,10396.33,131.59911392405064,79,3,💛 Loyal Customers
10226,8,13,937.6500000000001,72.12692307692308,13,2,🔵 Potential
10227,11,40,8885.37,222.13425,40,3,💛 Loyal Customers
10228,28,3,702.26,234.08666666666667,3,2,🔵 Potential
10229,296,6,408.94,68.15666666666667,6,0,⚠️  At Risk
10230,257,11,269.66,24.514545454545456,11,0,⚠️  At Risk
10231,63,22,2899.15,131.77954545454546,22,2,🔵 Potential
10232,61,33,5219.96,158.18060606060607,33,2,🔵 Potential
10233,60,19,3250.08,171.05684210526314,19,2,🔵 Potential
10234,18,50,8604.02,172.0804,50,3,💛 Loyal Customers
10235,307,12,368.55,30.712500000000002,12,0,⚠️  At Risk
10236,19,45,7559.62,167.99155555555555,45,3,💛 Loyal Customers
10237,1,106,37323.39,352.10745283018866,106,1,🏆 Champions
10238,347,4,344.86,86.215,4,0,⚠️  At Risk
10239,10,36,6699.18,186.08833333333334,36,3,💛 Loyal Customers
10240,17,8,901.7199999999999,112.71499999999999,8,2,🔵 Potential
10241,7,12,946.0,78.83333333333333,12,2,🔵 Potential
10242,23,2,571.1800000000001,285.59000000000003,2,2,🔵 Potential
10243,13,50,9459.3,185.4764705882353,51,3,💛 Loyal Customers
10244,1,177,58140.33,328.47644067796614,175,1,🏆 Champions
10245,14,9,703.7900000000001,78.1988888888889,9,2,🔵 Potential
10246,61,26,2493.4900000000002,95.90346153846154,26,2,🔵 Potential
10247,11,1,247.2,247.2,1,2,🔵 Potential
10248,13,1,292.44,292.44,1,2,🔵 Potential
10249,27,5,787.35,157.47,5,2,🔵 Potential
10250,13,71,13255.71,186.70014084507042,71,3,💛 Loyal Customers
10251,14,53,8476.22,159.928679245283,52,3,💛 Loyal Customers
10252,20,12,718.22,59.85166666666667,12,2,🔵 Potential
10253,12,48,7942.75,165.47395833333334,48,3,💛 Loyal Customers
10254,10,57,9813.36,172.1642105263158,57,3,💛 Loyal Customers
10255,80,42,5029.21,119.74309523809524,42,2,🔵 Potential
10256,20,8,640.7,80.0875,8,2,🔵 Potential
10257,170,14,726.56,51.89714285714285,14,0,⚠️  At Risk
10258,60,36,4177.13,116.0313888888889,36,2,🔵 Potential
10259,1,124,37498.19,302.40475806451616,123,1,🏆 Champions
10260,313,2,350.4,175.2,2,0,⚠️  At Risk
10261,6,11,847.71,77.06454545454545,11,2,🔵 Potential
10262,1,86,28202.66,327.93790697674416,86,3,💛 Loyal Customers
10263,68,34,4104.599999999999,120.72352941176469,34,2,🔵 Potential
10264,26,8,661.51,82.68875,8,2,🔵 Potential
10265,158,12,588.9,49.074999999999996,12,0,⚠️  At Risk
10266,265,18,852.1,47.33888888888889,18,0,⚠️  At Risk
10267,235,8,427.7,53.4625,8,0,⚠️  At Risk
10268,10,66,11327.89,171.63469696969696,66,3,💛 Loyal Customers
10269,11,54,10711.25,198.3564814814815,53,3,💛 Loyal Customers
10270,3,1,69.24,69.24,1,2,🔵 Potential
10271,43,1,195.12,195.12,1,2,🔵 Potential
10272,3,2,174.82999999999998,87.41499999999999,2,2,🔵 Potential
10273,37,5,422.78,84.556,5,2,🔵 Potential
10274,78,26,2799.87,107.68730769230768,25,2,🔵 Potential
10275,95,14,1881.9199999999998,134.42285714285714,14,2,🔵 Potential
10276,177,5,395.17999999999995,79.03599999999999,5,0,⚠️  At Risk
10277,261,8,557.46,69.6825,8,0,⚠️  At Risk
10278,172,7,807.8299999999999,115.4042857142857,7,0,⚠️  At Risk
10279,322,5,235.77,47.154,5,0,⚠️  At Risk
10280,1,1,341.95,341.95,1,2,🔵 Potential
10281,11,49,7867.29,160.5569387755102,49,3,💛 Loyal Customers
10282,23,50,8672.78,173.4556,49,3,💛 Loyal Customers
10283,1,162,61189.1,377.71049382716046,161,1,🏆 Champions
10284,89,14,2464.99,176.07071428571427,14,2,🔵 Potential
10285,1,88,32622.21,370.70693181818183,88,1,🏆 Champions
10286,62,22,2117.36,96.24363636363637,22,2,🔵 Potential
10287,74,27,2272.85,84.17962962962963,27,2,🔵 Potential
10288,13,41,8963.78,218.6287804878049,41,3,💛 Loyal Customers
10289,76,25,3117.33,124.69319999999999,25,2,🔵 Potential
10290,1,168,63627.93,378.73767857142855,168,1,🏆 Champions
10291,2,98,41887.65,427.425,98,1,🏆 Champions
10292,27,10,709.2900000000001,70.929,10,2,🔵 Potential
10293,11,60,8523.21,142.05349999999999,60,3,💛 Loyal Customers
10294,1,114,49660.08,431.8267826086957,115,1,🏆 Champions
10295,61,36,3635.84,100.99555555555555,36,2,🔵 Potential
10296,218,6,440.92999999999995,73.48833333333333,6,0,⚠️  At Risk
10297,17,66,12796.68,193.88909090909092,66,3,💛 Loyal Customers
10298,309,7,244.63,34.94714285714286,7,0,⚠️  At Risk
10299,1,205,63948.09,311.9419024390244,201,1,🏆 Champions
10300,1,100,36480.9,364.809,100,1,🏆 Champions
10301,76,30,3283.07,109.43566666666668,30,2,🔵 Potential
10302,88,34,5123.38,150.68764705882353,34,2,🔵 Potential
10303,256,7,762.55,108.93571428571428,7,0,⚠️  At Risk
10304,271,15,736.75,49.11666666666667,15,0,⚠️  At Risk
10305,29,6,954.03,159.005,6,2,🔵 Potential
10306,63,27,2181.4,80.7925925925926,27,2,🔵 Potential
10307,12,71,14001.56,197.20507042253521,71,3,💛 Loyal Customers
10308,253,4,290.18,72.545,4,0,⚠️  At Risk
10309,12,72,15962.48,221.70111111111112,72,3,💛 Loyal Customers
10310,60,31,4211.99,135.87064516129033,31,2,🔵 Potential
10311,1,127,44136.81,347.533937007874,126,1,🏆 Champions
10312,1,174,59329.05,340.97155172413795,171,1,🏆 Champions
10313,4,11,527.92,47.99272727272727,11,2,🔵 Potential
10314,42,6,438.34999999999997,73.05833333333332,6,2,🔵 Potential
10315,166,5,210.29000000000002,42.05800000000001,5,0,⚠️  At Risk
10316,65,39,4059.66,104.09384615384614,38,2,🔵 Potential
10317,12,54,10473.93,193.96166666666667,54,3,💛 Loyal Customers
10318,11,83,14521.59,174.9589156626506,83,3,💛 Loyal Customers
10319,14,54,9713.13,179.87277777777777,54,3,💛 Loyal Customers
10320,95,15,2252.17,150.14466666666667,15,2,🔵 Potential
10321,154,5,439.52000000000004,87.90400000000001,5,0,⚠️  At Risk
10322,298,7,243.71,34.815714285714286,7,0,⚠️  At Risk
10323,10,53,10171.07,191.90698113207546,53,3,💛 Loyal Customers
10324,21,2,359.36,179.68,2,2,🔵 Potential
10325,155,13,368.74,28.364615384615384,13,0,⚠️  At Risk
10326,91,23,3081.93,133.99695652173912,23,2,🔵 Potential
10327,301,8,625.08,78.135,8,0,⚠️  At Risk
10328,65,33,3311.82,100.35818181818182,33,2,🔵 Potential
10329,11,53,10538.529999999999,198.84018867924527,52,3,💛 Loyal Customers
10330,12,62,9597.75,154.80241935483872,62,3,💛 Loyal Customers
10331,261,12,362.08,30.173333333333332,12,0,⚠️  At Risk
10332,3,133,44563.34,335.06270676691724,133,1,🏆 Champions
10333,2,109,29138.41,267.3248623853211,107,1,🏆 Champions
10334,1,177,59498.06,336.1472316384181,176,1,🏆 Champions
10335,1,78,30642.67,392.8547435897436,77,1,🏆 Champions
10336,4,6,877.22,146.20333333333335,6,2,🔵 Potential
10337,167,13,397.33,30.563846153846153,13,0,⚠️  At Risk
10338,67,22,3100.17,140.91681818181817,22,2,🔵 Potential
10339,3,68,32445.23,477.13573529411764,68,1,🏆 Champions
10340,61,29,2724.01,93.93137931034484,29,2,🔵 Potential
10341,68,30,4073.65,135.78833333333333,29,2,🔵 Potential
10342,11,34,8562.789999999999,251.84676470588232,34,3,💛 Loyal Customers
10343,68,39,3400.11,87.1823076923077,39,2,🔵 Potential
10344,10,71,11799.38,166.18845070422535,70,3,💛 Loyal Customers
10345,193,12,519.91,43.32583333333333,12,0,⚠️  At Risk
10346,185,15,766.66,51.11066666666667,15,0,⚠️  At Risk
10347,1,132,52232.61,395.7015909090909,130,1,🏆 Champions
10348,14,73,11206.46,153.5131506849315,73,3,💛 Loyal Customers
10349,174,10,825.13,82.513,10,0,⚠️  At Risk
10350,75,23,3569.22,155.18347826086955,23,2,🔵 Potential
10351,16,11,581.13,52.83,11,2,🔵 Potential
10352,239,11,512.91,46.628181818181815,11,0,⚠️  At Risk
10353,10,45,9464.89,210.33088888888886,44,3,💛 Loyal Customers
10354,2,98,34377.44,350.7902040816327,98,1,🏆 Champions
10355,275,8,378.59999999999997,47.324999999999996,8,0,⚠️  At Risk
10356,1,120,45891.39,382.42825,120,1,🏆 Champions
10357,64,19,2546.77,134.04052631578946,19,2,🔵 Potential
10358,12,12,925.81,77.15083333333332,12,2,🔵 Potential
10359,71,16,2505.63,156.601875,16,2,🔵 Potential
10360,12,89,12444.52,139.82606741573034,89,3,💛 Loyal Customers
10361,165,12,563.01,46.9175,12,0,⚠️  At Risk
10362,73,17,3825.7799999999997,225.04588235294116,17,2,🔵 Potential
10363,69,25,3377.23,135.0892,25,2,🔵 Potential
10364,16,3,333.0,111.0,3,2,🔵 Potential
10365,12,52,10899.58,209.6073076923077,51,3,💛 Loyal Customers
10366,15,6,844.92,140.82,6,2,🔵 Potential
10367,4,8,943.6600000000001,117.95750000000001,8,2,🔵 Potential
10368,17,40,9316.13,232.90324999999999,40,3,💛 Loyal Customers
10369,5,115,38331.73,333.31939130434785,115,1,🏆 Champions
10370,1,110,41845.6,380.4145454545454,109,1,🏆 Champions
10371,2,107,36652.51,342.54682242990657,105,1,🏆 Champions
10372,1,145,50726.61,347.44253424657535,141,1,🏆 Champions
10373,235,13,649.99,49.99923076923077,13,0,⚠️  At Risk
10374,2,90,37833.950000000004,420.37722222222226,89,1,🏆 Champions
10375,11,59,12051.95,204.27033898305086,58,3,💛 Loyal Customers
10376,12,5,576.48,115.296,5,2,🔵 Potential
10377,1,186,63013.33,336.96967914438505,185,1,🏆 Champions
10378,27,7,430.61,61.51571428571429,7,2,🔵 Potential
10379,13,56,8535.42,152.4182142857143,56,3,💛 Loyal Customers
10380,3,200,71763.77,358.81885,199,1,🏆 Champions
10381,270,3,185.34,61.78,3,0,⚠️  At Risk
10382,300,7,285.28999999999996,40.755714285714284,7,0,⚠️  At Risk
10383,25,2,606.05,303.025,2,2,🔵 Potential
10384,315,8,607.13,75.89125,8,0,⚠️  At Risk
10385,42,2,132.82,66.41,2,2,🔵 Potential
10386,11,79,14593.87,184.73253164556962,79,3,💛 Loyal Customers
10387,11,82,13272.31,161.85743902439023,80,3,💛 Loyal Customers
10388,280,3,121.11,40.37,3,0,⚠️  At Risk
10389,36,1,489.20000000000005,489.20000000000005,1,3,💛 Loyal Customers
10390,2,1,304.20000000000005,304.20000000000005,1,2,🔵 Potential
10391,68,16,3473.4300000000003,217.08937500000002,16,2,🔵 Potential
10392,23,39,6058.92,155.35692307692307,39,3,💛 Loyal Customers
10393,193,15,677.82,45.188,15,0,⚠️  At Risk
10394,13,63,12670.97,201.12650793650792,63,3,💛 Loyal Customers
10395,23,2,435.1,217.55,2,2,🔵 Potential
10396,2,11,930.0,84.54545454545455,11,2,🔵 Potential
10397,61,33,4321.38,130.9509090909091,32,2,🔵 Potential
10398,211,3,210.94,70.31333333333333,3,0,⚠️  At Risk
10399,250,5,731.64,146.328,5,0,⚠️  At Risk
10400,1,99,33650.090000000004,339.89989898989904,99,1,🏆 Champions
10401,4,7,615.13,87.87571428571428,7,2,🔵 Potential
10402,75,33,4123.49,124.95424242424242,33,2,🔵 Potential
10403,39,11,812.25,73.8409090909091,11,2,🔵 Potential
10404,12,77,12326.67,158.03423076923076,77,3,💛 Loyal Customers
10405,8,1,539.5,539.5,1,3,💛 Loyal Customers
10406,13,50,9414.99,188.2998,50,3,💛 Loyal Customers
10407,2,86,32568.809999999998,378.70709302325577,86,1,🏆 Champions
10408,22,1,692.1,692.1,1,3,💛 Loyal Customers
10409,1,106,37774.94,356.36735849056606,104,1,🏆 Champions
10410,11,58,11808.5,203.5948275862069,57,3,💛 Loyal Customers
10411,30,5,423.7,84.74,5,2,🔵 Potential
10412,13,6,380.21000000000004,63.36833333333334,6,2,🔵 Potential
10413,60,27,2394.34,88.67925925925927,27,2,🔵 Potential
10414,154,14,759.13,54.223571428571425,14,0,⚠️  At Risk
10415,63,17,2343.5099999999998,137.8535294117647,17,2,🔵 Potential
10416,17,44,10644.99,241.93159090909091,44,3,💛 Loyal Customers
10417,13,39,8917.69,228.65871794871796,39,3,💛 Loyal Customers
10418,351,6,194.5,32.416666666666664,6,0,⚠️  At Risk
10419,179,15,747.3,49.82,15,0,⚠️  At Risk
10420,219,12,471.98,39.33166666666667,12,0,⚠️  At Risk
10421,204,17,466.82,27.46,17,0,⚠️  At Risk
10422,3,78,27983.4,358.76153846153846,78,3,💛 Loyal Customers
10423,72,30,2921.63,97.38766666666668,30,2,🔵 Potential
10424,1,122,41320.89,338.69581967213117,122,1,🏆 Champions
10425,72,20,2614.66,130.733,20,2,🔵 Potential
10426,61,30,4950.26,165.00866666666667,30,2,🔵 Potential
10427,39,7,315.63,45.089999999999996,7,2,🔵 Potential
